line_idx,template_id,raw,normalized_raw,template_text
37,34,"ts=2025-10-18T06:25:41.490918Z level=INFO ns=prod svc=payment-svc pod=payment-svc-001 region=us-west-2 host=node-001 rid=- uid=- tid=- msg=Loki_ingested_lines=35397_stream=stdout_bytes=5542478","ts=2025-10-18T06:<PORT>:<PORT>.490918Z level=INFO ns=prod svc=payment-svc pod=payment-svc-001 region=us-west-2 host=node-001 rid=- uid=- tid=- msg=Loki_ingested_lines=35397_stream=stdout_bytes=5542478","ts=2025-10-18T06:<PORT>:<PORT>.490918Z level=INFO ns=prod svc=payment-svc pod=payment-svc-001 region=us-west-2 host=node-001 rid=- uid=- tid=- msg=Loki_ingested_lines=35397_stream=stdout_bytes=5542478"
38,35,"{""ts"":""2025-10-18T13:56:34.766153Z"",""level"":""INFO"",""service"":""kafka-consumer"",""namespace"":""staging"",""pod"":""kafka-consumer-007"",""region"":""us-east-1"",""host"":""node-022"",""request_id"":""6142d49a-72c2-4187-bdda-240c1e7dd3ba"",""user_id"":null,""trace_id"":null,""message"":""Cache SET key=38e20553 ttl=2202s hit=False""}","{""ts"":""2025-10-18T13:<PORT>:<PORT>.766153Z"",""level"":""INFO"",""service"":""kafka-consumer"",""namespace"":""staging"",""pod"":""kafka-consumer-007"",""region"":""us-east-1"",""host"":""node-022"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""Cache SET key=38e20553 ttl=2202s hit=False""}","{""ts"":""2025-10-18T13:<PORT>:<PORT>.766153Z"",""level"":""INFO"",""service"":""kafka-consumer"",""namespace"":""staging"",""pod"":""kafka-consumer-007"",""region"":""us-east-1"",""host"":""node-022"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""Cache SET key=38e20553 ttl=2202s hit=False""}"
39,36,"ts=2025-10-18T00:30:45.593086Z level=DEBUG ns=prod svc=auth-svc pod=auth-svc-001 region=us-east-1 host=node-037 rid=96396ba2-1806-4ed8-8d4a-fc24026fd067 uid=user-524 tid=- msg=Completed_job_id=e2e5990c-4903-4633-89e6-1daa57873a49_result=SUCCESS_duration=13016ms","ts=2025-10-18T00:<PORT>:<PORT>.593086Z level=DEBUG ns=prod svc=auth-svc pod=auth-svc-001 region=us-east-1 host=node-037 rid=<UUID> uid=user-524 tid=- msg=Completed_job_id=e2e5990c-4903-4633-89e6-1daa57873a49_result=SUCCESS_duration=13016ms","ts=2025-10-18T00:<PORT>:<PORT>.593086Z level=DEBUG ns=prod svc=auth-svc pod=auth-svc-001 region=us-east-1 host=node-037 rid=<UUID> uid=user-524 tid=- msg=Completed_job_id=e2e5990c-4903-4633-89e6-1daa57873a49_result=SUCCESS_duration=13016ms"
40,24,"2025-10-18T05:28:47.956471Z INFO prod.inventory-svc/inventory-svc-004 [eu-central-1 node-017] rid=- uid=user-5067 tid=- - GC cycle completed pause=344ms freed=2001MB","INFO prod.inventory-svc/inventory-svc-004 [eu-central-1 node-017] rid=- uid=user-5067 tid=- - GC cycle completed pause=344ms freed=2001MB","INFO <*> [eu-central-1 node-017] rid=- <*> tid=- - <*> <*> <*> <*> <*>"
41,37,"2025-10-18T13:28:52.034520Z INFO prod.payment-svc/payment-svc-005 [eu-central-1 node-006] rid=- uid=user-9543 tid=- - Received request PUT /metrics status=503 latency=847ms bytes=254760","INFO prod.payment-svc/payment-svc-005 [eu-central-1 node-006] rid=- uid=user-9543 tid=- - Received request PUT /metrics status=503 latency=847ms bytes=254760","INFO prod.payment-svc/payment-svc-005 [eu-central-1 node-006] rid=- uid=user-9543 tid=- - Received request PUT /metrics status=503 latency=847ms bytes=254760"
42,38,"2025-10-18T22:05:42.640602Z ERROR prod.inventory-svc/inventory-svc-006 [us-east-1 node-018] rid=- uid=user-5470 tid=d18074e5-d250-4e6f-af0d-052c44f285c4 - Trace 458b9ec3-6cc2-490b-a2fe-8f89d035b996 span=edb9792a op=db_query duration=1130ms","ERROR prod.inventory-svc/inventory-svc-006 [us-east-1 node-018] rid=- uid=user-5470 tid=<UUID> - Trace <UUID> span=edb9792a op=db_query duration=1130ms","ERROR prod.inventory-svc/inventory-svc-006 [us-east-1 node-018] rid=- uid=user-5470 tid=<UUID> - Trace <UUID> span=edb9792a op=db_query duration=1130ms"
43,39,"2025-10-18T22:08:28.435620Z TRACE dev.gateway/gateway-005 [us-west-2 node-008] rid=832980e6-a515-4f75-884c-95d5edfb3eaf uid=- tid=- - Failed to connect downstream=payment-gw code=408 timeout=6674ms","TRACE dev.gateway/gateway-005 [us-west-2 node-008] rid=<UUID> uid=- tid=- - Failed to connect downstream=payment-gw code=408 timeout=6674ms","TRACE dev.gateway/gateway-005 [us-west-2 node-008] rid=<UUID> uid=- tid=- - Failed to connect downstream=payment-gw code=408 timeout=6674ms"
44,14,"ts=2025-10-18T05:25:47.781828Z level=WARN ns=prod svc=kafka-consumer pod=kafka-consumer-003 region=us-east-1 host=node-015 rid=- uid=- tid=e7670aa5-c7b9-4423-81c1-1e0f62408483 msg=User_user-9716_authenticated_via_password_ip=118.188.193.187","ts=2025-10-18T05:<PORT>:<PORT>.781828Z level=WARN ns=prod svc=kafka-consumer pod=kafka-consumer-003 region=us-east-1 host=node-015 rid=- uid=- tid=<UUID> msg=User_user-9716_authenticated_via_password_ip=<IP>","<*> <*> ns=prod svc=kafka-consumer <*> region=us-east-1 <*> <*> uid=- tid=<UUID> <*>"
45,40,"2025-10-18T05:08:33.772094Z INFO prod.gateway/gateway-001 [us-east-1 node-020] rid=0a4c5fb5-b1cf-4d79-a8d7-67e5d08d2374 uid=- tid=- - Cache DEL key=007bbf0a ttl=1133s hit=True","INFO prod.gateway/gateway-001 [us-east-1 node-020] rid=<UUID> uid=- tid=- - Cache DEL key=007bbf0a ttl=1133s hit=True","INFO prod.gateway/gateway-001 [us-east-1 node-020] rid=<UUID> uid=- tid=- - Cache DEL key=007bbf0a ttl=1133s hit=True"
46,9,"2025-10-18T09:57:08.492734Z DEBUG prod.kafka-consumer/kafka-consumer-004 [us-west-2 node-021] rid=05fb5a3b-4913-412d-ac27-df2d9ba2c0a1 uid=- tid=- - Payment processed orderId=cc05294d-528f-41ae-a2a4-ccd6ce49072e amount=282.61 currency=USD gateway=paypal authCode=e68dbff7-36d","DEBUG prod.kafka-consumer/kafka-consumer-004 [us-west-2 node-021] rid=<UUID> uid=- tid=- - Payment processed orderId=<UUID> amount=282.61 currency=USD gateway=paypal authCode=e68dbff7-36d","DEBUG <*> <*> <*> <*> uid=- tid=- - Payment processed orderId=<UUID> <*> <*> <*> <*>"
47,41,"2025-10-18T22:07:51.074463Z ERROR staging.gateway/gateway-004 [us-west-2 node-024] rid=- uid=- tid=- - Loki ingested lines=1365 stream=application bytes=2170975","ERROR staging.gateway/gateway-004 [us-west-2 node-024] rid=- uid=- tid=- - Loki ingested lines=1365 stream=application bytes=2170975","ERROR staging.gateway/gateway-004 [us-west-2 node-024] rid=- uid=- tid=- - Loki ingested lines=1365 stream=application bytes=2170975"
48,42,"ts=2025-10-18T12:48:31.788259Z level=WARN ns=prod svc=loki-ingestor pod=loki-ingestor-005 region=us-east-1 host=node-033 rid=- uid=- tid=- msg=Order_state_transition_orderId=9c73299e-3097-44b5-a26a-718890c0cc9b_from=CANCELLED_to=SHIPPED","ts=2025-10-18T12:<PORT>:<PORT>.788259Z level=WARN ns=prod svc=loki-ingestor pod=loki-ingestor-005 region=us-east-1 host=node-033 rid=- uid=- tid=- msg=Order_state_transition_orderId=9c73299e-3097-44b5-a26a-718890c0cc9b_from=CANCELLED_to=SHIPPED","ts=2025-10-18T12:<PORT>:<PORT>.788259Z level=WARN ns=prod svc=loki-ingestor pod=loki-ingestor-005 region=us-east-1 host=node-033 rid=- uid=- tid=- msg=Order_state_transition_orderId=9c73299e-3097-44b5-a26a-718890c0cc9b_from=CANCELLED_to=SHIPPED"
49,20,"ts=2025-10-18T02:02:43.104246Z level=TRACE ns=prod svc=gateway pod=gateway-006 region=eu-central-1 host=node-036 rid=c7badaf5-2634-4ec8-9ade-44b046bd70df uid=- tid=15ecbda7-52d4-4509-b297-aed7fe12f996 msg=Started_job_name=cleanup-temp_id=8217be33-9ff6-4402-be2e-3979d10c3421_cron=*/5_*_*_*_*","ts=2025-10-18T02:<PORT>:<PORT>.104246Z level=TRACE ns=prod svc=gateway pod=gateway-006 region=eu-central-1 host=node-036 rid=<UUID> uid=- tid=<UUID> msg=Started_job_name=cleanup-temp_id=8217be33-9ff6-4402-be2e-3979d10c3421_cron=*/5_*_*_*_*","<*> <*> ns=prod <*> <*> region=eu-central-1 <*> rid=<UUID> uid=- tid=<UUID> <*>"
50,43,"ts=2025-10-18T01:08:02.941164Z level=DEBUG ns=prod svc=kafka-consumer pod=kafka-consumer-003 region=eu-central-1 host=node-044 rid=- uid=user-1584 tid=- msg=Cache_DEL_key=4a62efaa_ttl=1512s_hit=True","ts=2025-10-18T01:<PORT>:<PORT>.941164Z level=DEBUG ns=prod svc=kafka-consumer pod=kafka-consumer-003 region=eu-central-1 host=node-044 rid=- uid=user-1584 tid=- msg=Cache_DEL_key=4a62efaa_ttl=1512s_hit=True","ts=2025-10-18T01:<PORT>:<PORT>.941164Z level=DEBUG ns=prod svc=kafka-consumer pod=kafka-consumer-003 region=eu-central-1 host=node-044 rid=- uid=user-1584 tid=- msg=Cache_DEL_key=4a62efaa_ttl=1512s_hit=True"
51,44,"2025-10-18T10:10:08.630995Z DEBUG prod.order-svc/order-svc-002 [us-east-1 node-038] rid=- uid=- tid=- - Heartbeat ok uptime=6896s connections=5574","DEBUG prod.order-svc/order-svc-002 [us-east-1 node-038] rid=- uid=- tid=- - Heartbeat ok uptime=6896s connections=5574","DEBUG prod.order-svc/order-svc-002 [us-east-1 node-038] rid=- uid=- tid=- - Heartbeat ok uptime=6896s connections=5574"
52,45,"{""ts"":""2025-10-18T02:31:42.625105Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-002"",""region"":""us-west-2"",""host"":""node-011"",""request_id"":""dd79da91-3f43-498e-8caa-410367260fb4"",""user_id"":""user-1480"",""trace_id"":""e7a76cb5-0468-4b60-a0e6-125f84f19565"",""message"":""Trace 6c31d119-9beb-4382-8b37-d7f6c1d31192 span=e22cf0d2 op=db_query duration=460ms""}","{""ts"":""2025-10-18T02:<PORT>:<PORT>.625105Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-002"",""region"":""us-west-2"",""host"":""node-011"",""request_id"":""<UUID>"",""user_id"":""user-1480"",""trace_id"":""<UUID>"",""message"":""Trace <UUID> span=e22cf0d2 op=db_query duration=460ms""}","{""ts"":""2025-10-18T02:<PORT>:<PORT>.625105Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-002"",""region"":""us-west-2"",""host"":""node-011"",""request_id"":""<UUID>"",""user_id"":""user-1480"",""trace_id"":""<UUID>"",""message"":""Trace <UUID> span=e22cf0d2 op=db_query duration=460ms""}"
53,15,"{""ts"":""2025-10-18T05:51:14.056177Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-006"",""region"":""us-east-1"",""host"":""node-006"",""request_id"":""16fdbee8-c1fd-488a-8e27-cb7c3531d2ae"",""user_id"":null,""trace_id"":null,""message"":""GC cycle completed pause=454ms freed=667MB""}","{""ts"":""2025-10-18T05:<PORT>:<PORT>.056177Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-006"",""region"":""us-east-1"",""host"":""node-006"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""GC cycle completed pause=454ms freed=667MB""}","<*> cycle completed <*> <*>"
54,34,"ts=2025-10-18T08:38:04.400965Z level=INFO ns=prod svc=kafka-consumer pod=kafka-consumer-004 region=us-west-2 host=node-018 rid=- uid=- tid=- msg=GC_cycle_completed_pause=153ms_freed=397MB","ts=2025-10-18T08:<PORT>:<PORT>.400965Z level=INFO ns=prod svc=kafka-consumer pod=kafka-consumer-004 region=us-west-2 host=node-018 rid=- uid=- tid=- msg=GC_cycle_completed_pause=153ms_freed=397MB","<*> level=INFO ns=prod <*> <*> region=us-west-2 <*> rid=- uid=- tid=- <*>"
55,46,"{""ts"":""2025-10-18T12:51:27.047280Z"",""level"":""DEBUG"",""service"":""gateway"",""namespace"":""dev"",""pod"":""gateway-001"",""region"":""us-west-2"",""host"":""node-038"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""User user-5424 authenticated via saml ip=49.207.109.41""}","{""ts"":""2025-10-18T12:<PORT>:<PORT>.047280Z"",""level"":""DEBUG"",""service"":""gateway"",""namespace"":""dev"",""pod"":""gateway-001"",""region"":""us-west-2"",""host"":""node-038"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""User user-5424 authenticated via saml ip=<IP>""}","{""ts"":""2025-10-18T12:<PORT>:<PORT>.047280Z"",""level"":""DEBUG"",""service"":""gateway"",""namespace"":""dev"",""pod"":""gateway-001"",""region"":""us-west-2"",""host"":""node-038"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""User user-5424 authenticated via saml ip=<IP>""}"
56,21,"2025-10-18T23:50:50.920308Z INFO prod.kafka-consumer/kafka-consumer-005 [eu-central-1 node-002] rid=- uid=user-7004 tid=- - Failed to connect downstream=redis code=104 timeout=6335ms","INFO prod.kafka-consumer/kafka-consumer-005 [eu-central-1 node-002] rid=- uid=user-7004 tid=- - Failed to connect downstream=redis code=104 timeout=6335ms","INFO <*> [eu-central-1 node-002] rid=- <*> tid=- - <*> <*> <*> <*> <*> <*>"
57,47,"2025-10-18T04:15:00.636720Z TRACE prod.order-svc/order-svc-008 [us-west-2 node-013] rid=- uid=user-5182 tid=493741ae-0139-4142-ab47-c15b32953bc5 - Kafka poll batchSize=1670 lag=4878 topic=bot_metrics","TRACE prod.order-svc/order-svc-008 [us-west-2 node-013] rid=- uid=user-5182 tid=<UUID> - Kafka poll batchSize=1670 lag=4878 topic=bot_metrics","TRACE prod.order-svc/order-svc-008 [us-west-2 node-013] rid=- uid=user-5182 tid=<UUID> - Kafka poll batchSize=1670 lag=4878 topic=bot_metrics"
58,48,"{""ts"":""2025-10-18T02:57:55.307708Z"",""level"":""DEBUG"",""service"":""gateway"",""namespace"":""prod"",""pod"":""gateway-007"",""region"":""us-east-1"",""host"":""node-044"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Kafka poll batchSize=4988 lag=74660 topic=inventory_updates""}","{""ts"":""2025-10-18T02:<PORT>:<PORT>.307708Z"",""level"":""DEBUG"",""service"":""gateway"",""namespace"":""prod"",""pod"":""gateway-007"",""region"":""us-east-1"",""host"":""node-044"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Kafka poll batchSize=4988 lag=74660 topic=inventory_updates""}","{""ts"":""2025-10-18T02:<PORT>:<PORT>.307708Z"",""level"":""DEBUG"",""service"":""gateway"",""namespace"":""prod"",""pod"":""gateway-007"",""region"":""us-east-1"",""host"":""node-044"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Kafka poll batchSize=4988 lag=74660 topic=inventory_updates""}"
59,49,"2025-10-18T09:49:04.946041Z FATAL prod.auth-svc/auth-svc-004 [eu-central-1 node-044] rid=- uid=- tid=- - Permission denied for user=user-8400 resource=/inventory action=read","FATAL prod.auth-svc/auth-svc-004 [eu-central-1 node-044] rid=- uid=- tid=- - Permission denied for user=user-8400 resource=/inventory action=read","FATAL prod.auth-svc/auth-svc-004 [eu-central-1 node-044] rid=- uid=- tid=- - Permission denied for user=user-8400 resource=/inventory action=read"
60,50,"{""ts"":""2025-10-18T04:03:49.110415Z"",""level"":""INFO"",""service"":""metrics-collector"",""namespace"":""staging"",""pod"":""metrics-collector-005"",""region"":""us-east-1"",""host"":""node-048"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Started job name=reconcile-metrics id=585eb77c-97e9-4bed-8a1a-dcce5c3657b9 cron=@hourly""}","{""ts"":""2025-10-18T04:<PORT>:<PORT>.110415Z"",""level"":""INFO"",""service"":""metrics-collector"",""namespace"":""staging"",""pod"":""metrics-collector-005"",""region"":""us-east-1"",""host"":""node-048"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Started job name=reconcile-metrics id=<UUID> cron=@hourly""}","{""ts"":""2025-10-18T04:<PORT>:<PORT>.110415Z"",""level"":""INFO"",""service"":""metrics-collector"",""namespace"":""staging"",""pod"":""metrics-collector-005"",""region"":""us-east-1"",""host"":""node-048"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Started job name=reconcile-metrics id=<UUID> cron=@hourly""}"
61,15,"{""ts"":""2025-10-18T12:37:00.846816Z"",""level"":""ERROR"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-007"",""region"":""eu-central-1"",""host"":""node-040"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""GC cycle completed pause=248ms freed=1335MB""}","{""ts"":""2025-10-18T12:<PORT>:<PORT>.846816Z"",""level"":""ERROR"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-007"",""region"":""eu-central-1"",""host"":""node-040"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""GC cycle completed pause=248ms freed=1335MB""}","<*> cycle completed <*> <*>"
62,51,"ts=2025-10-18T19:29:43.502826Z level=TRACE ns=prod svc=auth-svc pod=auth-svc-005 region=us-west-2 host=node-008 rid=- uid=user-4529 tid=e9e471b2-f3af-43c8-94f3-d0dcbefd82dd msg=Permission_denied_for_user=user-4183_resource=/admin_action=write","ts=2025-10-18T19:<PORT>:<PORT>.502826Z level=TRACE ns=prod svc=auth-svc pod=auth-svc-005 region=us-west-2 host=node-008 rid=- uid=user-4529 tid=<UUID> msg=Permission_denied_for_user=user-4183_resource=/admin_action=write","ts=2025-10-18T19:<PORT>:<PORT>.502826Z level=TRACE ns=prod svc=auth-svc pod=auth-svc-005 region=us-west-2 host=node-008 rid=- uid=user-4529 tid=<UUID> msg=Permission_denied_for_user=user-4183_resource=/admin_action=write"
63,52,"ts=2025-10-18T13:15:00.994854Z level=INFO ns=staging svc=metrics-collector pod=metrics-collector-001 region=us-east-1 host=node-032 rid=- uid=- tid=- msg=Trace_e8213e38-f945-48a4-9250-11e3028a2f3a_span=be5afd6f_op=read_kafka_duration=1257ms","ts=2025-10-18T13:<PORT>:<PORT>.994854Z level=INFO ns=staging svc=metrics-collector pod=metrics-collector-001 region=us-east-1 host=node-032 rid=- uid=- tid=- msg=Trace_e8213e38-f945-48a4-9250-11e3028a2f3a_span=be5afd6f_op=read_kafka_duration=1257ms","ts=2025-10-18T13:<PORT>:<PORT>.994854Z level=INFO ns=staging svc=metrics-collector pod=metrics-collector-001 region=us-east-1 host=node-032 rid=- uid=- tid=- msg=Trace_e8213e38-f945-48a4-9250-11e3028a2f3a_span=be5afd6f_op=read_kafka_duration=1257ms"
64,53,"2025-10-18T10:26:20.008038Z WARN prod.payment-svc/payment-svc-003 [eu-central-1 node-001] rid=- uid=- tid=- - Completed job id=89ec2b0c-ace6-4750-a29f-6431995cdd2a result=SUCCESS duration=19817ms","WARN prod.payment-svc/payment-svc-003 [eu-central-1 node-001] rid=- uid=- tid=- - Completed job id=<UUID> result=SUCCESS duration=19817ms","WARN prod.payment-svc/payment-svc-003 [eu-central-1 node-001] rid=- uid=- tid=- - Completed job id=<UUID> result=SUCCESS duration=19817ms"
65,54,"{""ts"":""2025-10-18T09:38:43.946764Z"",""level"":""WARN"",""service"":""gateway"",""namespace"":""prod"",""pod"":""gateway-005"",""region"":""us-west-2"",""host"":""node-049"",""request_id"":""d9fc8496-5800-46ca-9bf5-56c0bdd144d1"",""user_id"":null,""trace_id"":""68cce23e-e727-4db2-b162-8a7643bd98b0"",""message"":""Payment processed orderId=b674dc57-eb10-4ed1-9923-aaa07dba499c amount=201.17 currency=EUR gateway=paypal authCode=540b3292-fd5""}","{""ts"":""2025-10-18T09:<PORT>:<PORT>.946764Z"",""level"":""WARN"",""service"":""gateway"",""namespace"":""prod"",""pod"":""gateway-005"",""region"":""us-west-2"",""host"":""node-049"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":""<UUID>"",""message"":""Payment processed orderId=<UUID> amount=201.17 currency=EUR gateway=paypal authCode=540b3292-fd5""}","{""ts"":""2025-10-18T09:<PORT>:<PORT>.946764Z"",""level"":""WARN"",""service"":""gateway"",""namespace"":""prod"",""pod"":""gateway-005"",""region"":""us-west-2"",""host"":""node-049"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":""<UUID>"",""message"":""Payment processed orderId=<UUID> amount=201.17 currency=EUR gateway=paypal authCode=540b3292-fd5""}"
66,55,"2025-10-18T14:52:04.345556Z WARN prod.auth-svc/auth-svc-001 [us-east-1 node-030] rid=- uid=user-1511 tid=- - Kafka poll batchSize=1951 lag=55442 topic=payments","WARN prod.auth-svc/auth-svc-001 [us-east-1 node-030] rid=- uid=user-1511 tid=- - Kafka poll batchSize=1951 lag=55442 topic=payments","WARN prod.auth-svc/auth-svc-001 [us-east-1 node-030] rid=- uid=user-1511 tid=- - Kafka poll batchSize=1951 lag=55442 topic=payments"
